Symbol,Name,Country,Sector,Industry
CBLL,CeriBell Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CBNK,Capital Bancorp Inc. Common Stock,United States,Finance,Major Banks
CBRL,Cracker Barrel Old Country Store Inc Common Stock,United States,Consumer Discretionary,Restaurants
CBSH,Commerce Bancshares Inc. Common Stock,United States,Finance,Major Banks
CCAP,Crescent Capital BDC Inc. Common stock,United States,Finance,Finance: Consumer Services
CCB,Coastal Financial Corporation Common Stock,United States,Finance,Major Banks
CCBG,Capital City Bank Group Common Stock,United States,Finance,Major Banks
CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CCEC,Capital Clean Energy Carriers Corp. Common Share,Greece,Consumer Discretionary,Marine Transportation
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,United Kingdom,Consumer Staples,Beverages (Production/Distribution)
CCLDO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,United States,Technology,Computer Software: Prepackaged Software
CCNE,CNB Financial Corporation Common Stock,United States,Finance,Major Banks
CCNEP,CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
CCOI,Cogent Communications Holdings Inc.,United States,Consumer Discretionary,Telecommunications Equipment
CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value,United States,Consumer Discretionary,Professional Services
CCSI,Consensus Cloud Solutions Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CDNA,CareDx Inc. Common Stock,United States,Health Care,Medical Specialities
CDNS,Cadence Design Systems Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CDRO,Codere Online Luxembourg S.A. Ordinary Shares,Luxembourg,Consumer Discretionary,Services-Misc. Amusement & Recreation
CDTX,Cidara Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CDW,CDW Corporation Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
CDZI,CADIZ Inc. Common Stock,United States,Utilities,Water Supply
CDZIP,Cadiz Inc. Depositary Shares,United States,Utilities,Water Supply
CECO,CECO Environmental Corp. Common Stock,United States,Industrials,Pollution Control Equipment
CEG,Constellation Energy Corporation Common Stock ,United States,Utilities,Electric Utilities: Central
CELC,Celcuity Inc. Common Stock,United States,Health Care,Medical Specialities
CELH,Celsius Holdings Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
CENT,Central Garden & Pet Company Common Stock,United States,Consumer Discretionary,Consumer Specialties
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,United States,Consumer Discretionary,Consumer Specialties
CENX,Century Aluminum Company Common Stock,United States,Industrials,Aluminum
CEP,Cantor Equity Partners Inc. Class A Ordinary Shares,United States,Finance,Investment Managers
CERT,Certara Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CEVA,CEVA Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
CFFN,Capitol Federal Financial Inc. Common Stock,United States,Finance,Savings Institutions
CFLT,Confluent Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
CG,The Carlyle Group Inc. Common Stock,United States,Finance,Investment Managers
CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,United States,Finance,Investment Managers
CGBD,Carlyle Secured Lending Inc. Common Stock,United States,Finance,Finance: Consumer Services
CGBDL,Carlyle Secured Lending Inc. 8.20% Notes due 2028,United States,,
CGC,Canopy Growth Corporation Common Shares,Canada,Health Care, Medicinal Chemicals and Botanical Products 
CGEM,Cullinan Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CGNT,Cognyte Software Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
CGNX,Cognex Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
CGON,CG Oncology Inc. Common stock,United States,,
CHA,Chagee Holdings Limited American Depositary Shares,China,Consumer Discretionary,Restaurants
CHCO,City Holding Company Common Stock,United States,Finance,Major Banks
CHDN,Churchill Downs Incorporated Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
CHEF,The Chefs' Warehouse Inc. Common Stock,United States,Consumer Discretionary,Food Distributors
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
CHRD,Chord Energy Corporation Common Stock,United States,Energy,Oil & Gas Production
CHRW,C.H. Robinson Worldwide Inc. Common Stock,United States,Industrials,Integrated Freight & Logistics
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,United States,Industrials,Farming/Seeds/Milling
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,United States,Industrials,Farming/Seeds/Milling
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,United States,Industrials,Farming/Seeds/Milling
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,United States,Industrials,Farming/Seeds/Milling
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,United States,Industrials,Farming/Seeds/Milling
CHTR,Charter Communications Inc. Class A Common Stock New,United States,Telecommunications,Cable & Other Pay Television Services
CHYM,Chime Financial Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services
CIFR,Cipher Mining Inc. Common Stock,United States,Finance,Finance: Consumer Services
CIFRW,Cipher Mining Inc. Warrant,United States,Finance,Finance: Consumer Services
CIGI,Colliers International Group Inc. Subordinate Voting Shares,Canada,Finance,Real Estate
CINF,Cincinnati Financial Corporation Common Stock,United States,Finance,Property-Casualty Insurers
CIVB,Civista Bancshares Inc. Common Stock,United States,Finance,Major Banks
CLBK,Columbia Financial Inc. Common Stock,United States,Finance,Savings Institutions
CLBT,Cellebrite DI Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
CLDX,Celldex Therapeutics Inc.,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLFD,Clearfield Inc. Common Stock,United States,Utilities,Telecommunications Equipment
CLMB,Climb Global Solutions Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
CLMT,Calumet Inc. Common Stock,United States,Energy,Integrated oil Companies
CLNE,Clean Energy Fuels Corp. Common Stock,United States,Utilities,Natural Gas Distribution
CLOV,Clover Health Investments Corp. Class A Common Stock,United States,Health Care,Medical Specialities
CLPT,ClearPoint Neuro Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
CLSK,CleanSpark Inc. Common Stock,United States,Finance,Finance: Consumer Services
CMCO,Columbus McKinnon Corporation Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
CMCSA,Comcast Corporation Class A Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
CME,CME Group Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
CMPO,CompoSecure Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services
CMPOW,CompoSecure Inc. Warrant,United States,Finance,Finance: Consumer Services
CMPR,Cimpress plc Ordinary Shares (Ireland),Netherlands,Consumer Discretionary,Publishing
CMPS,COMPASS Pathways Plc American Depository Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
CMPX,Compass Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CMRC,Commerce.com Inc. Series 1 Common Stock,United States,Technology,Computer Software: Prepackaged Software
CNCK,Coincheck Group N.V. Ordinary Shares,Netherlands,Finance,Finance: Consumer Services
CNDT,Conduent Incorporated Common Stock ,United States,Real Estate,Real Estate
CNOB,ConnectOne Bancorp Inc. Common Stock,United States,Finance,Major Banks
CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
CNTA,Centessa Pharmaceuticals plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
CNXC,Concentrix Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
CNXN,PC Connection Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
COCO,The Vita Coco Company Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
COFS,ChoiceOne Financial Services Inc. Common Stock,United States,Finance,Major Banks
COGT,Cogent Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
COHU,Cohu Inc. Common Stock,United States,Industrials,Electrical Products
COIN,Coinbase Global Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services
COKE,Coca-Cola Consolidated Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
COLB,Columbia Banking System Inc. Common Stock,United States,Finance,Major Banks
COLL,Collegium Pharmaceutical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
COLM,Columbia Sportswear Company Common Stock,United States,Consumer Discretionary,Apparel
COMM,CommScope Holding Company Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
COO,The Cooper Companies Inc. Common Stock,United States,Health Care,Ophthalmic Goods
COOP,Mr. Cooper Group Inc. Common Stock,United States,Finance,Finance: Consumer Services
CORT,Corcept Therapeutics Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CORZ,Core Scientific Inc. Common Stock,United States,Finance,Finance: Consumer Services
CORZW,Core Scientific Inc. Tranche 1 Warrants,United States,Finance,Finance: Consumer Services
CORZZ,Core Scientific Inc. Tranche 2 Warrants,United States,Finance,Finance: Consumer Services
COST,Costco Wholesale Corporation Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
CPB,The Campbell's Company Common Stock,United States,Consumer Staples,Packaged Foods
CPRT,Copart Inc. (DE) Common Stock,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
CRAI,CRA International Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
CRCT,Cricut Inc. Class A Common Stock,United States,Technology,Industrial Machinery/Components
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,United States,Technology,Semiconductors
CRESW,Cresud S.A.C.I.F. y A. Warrant,Argentina,Finance,Real Estate
CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares,Argentina,Finance,Real Estate
CRMD,CorMedix Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CRML,Critical Metals Corp. Ordinary Shares,British Virgin Islands,Basic Materials,Metal Mining
CRNC,Cerence Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CRON,Cronos Group Inc. Common Share,Canada,Health Care, Medicinal Chemicals and Botanical Products 
CROX,Crocs Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
CRSP,CRISPR Therapeutics AG Common Shares,Switzerland,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRSR,Corsair Gaming Inc. Common Stock,United States,Technology,Computer peripheral equipment
CRTO,Criteo S.A. American Depositary Shares,France,Consumer Discretionary,Advertising
CRUS,Cirrus Logic Inc. Common Stock,United States,Technology,Semiconductors
CRVL,CorVel Corp. Common Stock,United States,Finance,Specialty Insurers
CRVS,Corvus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
CRWV,CoreWeave Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
CSCO,Cisco Systems Inc. Common Stock (DE),United States,Telecommunications,Computer Communications Equipment
CSGP,CoStar Group Inc. Common Stock,United States,Real Estate,Real Estate
CSGS,CSG Systems International Inc. Common Stock,United States,Technology,EDP Services
CSIQ,Canadian Solar Inc. Common Shares (ON),Canada,Technology,Semiconductors
CSQ,Calamos Strategic Total Return Common Stock,United States,Finance,Finance Companies
CSTL,Castle Biosciences Inc. Common Stock,United States,Health Care,Medical Specialities
CSWC,Capital Southwest Corporation Common Stock,United States,Consumer Discretionary,Textiles
CSWCZ,Capital Southwest Corporation 7.75% Notes due 2028,United States,Finance,Finance Companies
CSX,CSX Corporation Common Stock,United States,Industrials,Railroads
CTAS,Cintas Corporation Common Stock,United States,Industrials,Garments and Clothing
CTBI,Community Trust Bancorp Inc. Common Stock,United States,Finance,Major Banks
CTKB,Cytek Biosciences Inc. Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
CTLP,Cantaloupe Inc. Common Stock,United States,Miscellaneous,Office Equipment/Supplies/Services
CTMX,CytomX Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CTNM,Contineum Therapeutics Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,United States,Technology,EDP Services
CUB,Lionheart Holdings Class A Ordinary Shares,United States,Industrials,Industrial Machinery/Components
CVAC,CureVac N.V. Ordinary Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
CVBF,CVB Financial Corporation Common Stock,United States,Finance,Major Banks
CVCO,Cavco Industries Inc. Common Stock When Issued,United States,Consumer Discretionary,Homebuilding
CVGW,Calavo Growers Inc. Common Stock,United States,Consumer Discretionary,Specialty Foods
CVLT,Commvault Systems Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CWBC,Community West Bancshares Common Stock,United States,Finance,Major Banks
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,Cayman Islands,Utilities,Water Supply
CWST,Casella Waste Systems Inc. Class A Common Stock,United States,Utilities,Environmental Services
CYBR,CyberArk Software Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
CYRX,CryoPort Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CYTK,Cytokinetics Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CZNC,Citizens & Northern Corp Common Stock,United States,Finance,Major Banks
CZR,Caesars Entertainment Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
DAKT,Daktronics Inc. Common Stock,United States,Consumer Discretionary,Miscellaneous manufacturing industries
DASH,DoorDash Inc. Class A Common Stock,United States,Technology,EDP Services
DAVE,Dave Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services
DAWN,Day One Biopharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DBX,Dropbox Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
DCBO,Docebo Inc. Common Shares,Canada,Technology,Computer Software: Prepackaged Software
DCOM,Dime Community Bancshares Inc. Common Stock,United States,Finance,Major Banks
DCOMG,Dime Community Bancshares Inc. 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034,United States,Finance,Major Banks
DCOMP,Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
DCTH,Delcath Systems Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
DDI,DoubleDown Interactive Co. Ltd. American Depository Shares,South Korea,Technology,EDP Services
DDOG,Datadog Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
DEFT,Defi Technologies Inc. Common Stock,Canada,Finance,Finance: Consumer Services
DFDV,DeFi Development Corp. Common Stock,United States,Finance,Finance: Consumer Services
DGICA,Donegal Group Inc. Class A Common Stock,United States,Finance,Property-Casualty Insurers
DGICB,Donegal Group Inc. Class B Common Stock,United States,Finance,Property-Casualty Insurers
DGII,Digi International Inc. Common Stock,United States,Telecommunications,Computer Communications Equipment
DGNX,Diginex Limited Ordinary Shares,Hong Kong,Technology,EDP Services
DH,Definitive Healthcare Corp. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,United States,Real Estate,Real Estate Investment Trusts
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,United States,Real Estate,Real Estate Investment Trusts
DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,United States,Finance,Investment Managers
DIOD,Diodes Incorporated Common Stock,United States,Technology,Semiconductors
DJCO,Daily Journal Corp. (S.C.) Common Stock,United States,Consumer Discretionary,Newspapers/Magazines
DJT,Trump Media & Technology Group Corp. Common Stock,United States,Technology,Computer Software: Programming Data Processing
DJTWW,Trump Media & Technology Group Corp. Warrants,United States,Technology,Computer Software: Programming Data Processing
DKNG,DraftKings Inc. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
DLO,DLocal Limited Class A Common Shares,Uruguay,Real Estate,Real Estate
DLTR,Dollar Tree Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
DMAC,DiaMedica Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,United States,Energy,Oil & Gas Production
DNLI,Denali Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNTH,Dianthus Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DNUT,Krispy Kreme Inc. Common Stock,United States,Consumer Staples,Food Chains
DOCU,DocuSign Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
DOMO,Domo Inc. Class B Common Stock,United States,Technology,Computer Software: Prepackaged Software
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,Canada,Consumer Discretionary,Industrial Specialties
DORM,Dorman Products Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
DOX,Amdocs Limited Ordinary Shares,Guernsey,Technology,EDP Services
DPZ,Domino's Pizza Inc Common Stock,United States,Consumer Discretionary,Food Distributors
DRS,Leonardo DRS Inc. Common Stock,Israel,Industrials,Industrial Machinery/Components
DRUG,Bright Minds Biosciences Inc. Common Stock,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
DRVN,Driven Brands Holdings Inc. Common Stock,United States,Consumer Discretionary,Automotive Aftermarket
DSGN,Design Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DSGR,Distribution Solutions Group Inc. Common Stock,United States,Consumer Discretionary,Industrial Specialties
DSGX,Descartes Systems Group Inc. (The) Common Stock,Canada,Technology,Computer Software: Prepackaged Software
DSP,Viant Technology Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
DUOL,Duolingo Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
DVAX,Dynavax Technologies Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DXCM,DexCom Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
DXPE,DXP Enterprises Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
DYN,Dyne Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EA,Electronic Arts Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
EBAY,eBay Inc. Common Stock,United States,Real Estate,Real Estate
EBC,Eastern Bankshares Inc. Common Stock,United States,Finance,Savings Institutions
ECPG,Encore Capital Group Inc Common Stock,United States,Finance,Finance Companies
ECX,ECARX Holdings Inc. Class A Ordinary shares,China,Technology,EDP Services
EEFT,Euronet Worldwide Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
EFSC,Enterprise Financial Services Corporation Common Stock,United States,Finance,Major Banks
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
EGBN,Eagle Bancorp Inc. Common Stock,United States,Finance,Major Banks
EH,EHang Holdings Limited ADS,China,Industrials,Aerospace
ELVN,Enliven Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EM,Smart Share Global Limited American Depositary Shares,China,Consumer Discretionary,Other Consumer Services
EMBC,Embecta Corp. Common Stock,United States,Health Care,Medical/Dental Instruments
ENGN,enGene Holdings Inc. Common Stock,Canada,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,Israel,Utilities,Electric Utilities: Central
ENPH,Enphase Energy Inc. Common Stock,United States,Technology,Semiconductors
ENSG,The Ensign Group Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
ENTG,Entegris Inc. Common Stock,United States,Industrials,Plastic Products
ENVX,Enovix Corporation Common Stock,United States,Miscellaneous,Industrial Machinery/Components
EOLS,Evolus Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,United States,Miscellaneous,Industrial Machinery/Components
EPSM,Epsium Enterprise Limited Class A Ordinary Shares,Macau,Consumer Staples,Beverages (Production/Distribution)
EQIX,Equinix Inc. Common Stock REIT,United States,Real Estate,Real Estate Investment Trusts
ERAS,Erasca Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ERIC,Ericsson American Depositary Shares,Sweden,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company Class A Common Stock,United States,Finance,Specialty Insurers
ERII,Energy Recovery Inc. Common Stock,United States,Technology,Industrial Machinery/Components
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),Greece,Consumer Discretionary,Marine Transportation
ESLT,Elbit Systems Ltd. Ordinary Shares,Israel,Industrials,Military/Government/Technical
ESPR,Esperion Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ESQ,Esquire Financial Holdings Inc. Common Stock,United States,Finance,Commercial Banks
ESTA,Establishment Labs Holdings Inc. Common Shares,Costa Rica,Health Care,Industrial Specialties
ETHZ,ETHZilla Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ETNB,89bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ETON,Eton Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ETOR,eToro Group Ltd. Class A Common Shares,Israel,Finance,Investment Bankers/Brokers/Service
ETSY,Etsy Inc. Common Stock,United States,Real Estate,Real Estate
EU,enCore Energy Corp. Common Shares,United States,Basic Materials,Other Metals and Minerals
EVCM,EverCommerce Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
EVER,EverQuote Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
EVGO,EVgo Inc. Class A Common Stock,United States,Technology,EDP Services
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,United States,Technology,Computer peripheral equipment
EVO,Evotec SE American Depositary Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
EVRG,Evergy Inc. Common Stock,United States,Utilities,Power Generation
EWBC,East West Bancorp Inc. Common Stock,United States,Finance,Major Banks
EWTX,Edgewise Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EXAS,Exact Sciences Corporation Common Stock,United States,Health Care,Medical Specialities
EXC,Exelon Corporation Common Stock,United States,Utilities,Power Generation
EXE,Expand Energy Corporation Common Stock,United States,Energy,Oil & Gas Production
EXEEL,Expand Energy Corporation Class C Warrants,United States,Energy,Oil & Gas Production
EXEEW,Expand Energy Corporation Class A Warrants,United States,Energy,Oil & Gas Production
EXEL,Exelixis Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EXLS,ExlService Holdings Inc. Common Stock,United States,Real Estate,Real Estate
EXPE,Expedia Group Inc. Common Stock,United States,Consumer Discretionary,Transportation Services
EXPI,eXp World Holdings Inc. Common Stock,United States,Finance,Real Estate
EXPO,Exponent Inc. Common Stock,United States,Consumer Discretionary,Professional Services
EXTR,Extreme Networks Inc. Common Stock,United States,Telecommunications,Computer Communications Equipment
EYE,National Vision Holdings Inc. Common Stock,United States,Health Care,Ophthalmic Goods
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
EZPW,EZCORP Inc. Class A Non Voting Common Stock,United States,Consumer Discretionary,Other Specialty Stores
FA,First Advantage Corporation Common Stock,United States,Technology,EDP Services
FANG,Diamondback Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
FAST,Fastenal Company Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
FBIZ,First Business Financial Services Inc. Common Stock,United States,Finance,Major Banks
FBNC,First Bancorp Common Stock,United States,Finance,Major Banks
FBYD,Falcon's Beyond Global Inc. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
FCBC,First Community Bankshares Inc. (VA) Common Stock,United States,Finance,Major Banks
FCFS,FirstCash Holdings Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
FCNCA,First Citizens BancShares Inc. Class A Common Stock,United States,Finance,Major Banks
FDMT,4D Molecular Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FDUS,Fidus Investment Corporation Common Stock,United States,Finance,Finance/Investors Services
FELE,Franklin Electric Co. Inc. Common Stock,United States,Consumer Discretionary,Metal Fabrications
FER,Ferrovial SE Ordinary Shares,Netherlands,Industrials,Military/Government/Technical
FFBC,First Financial Bancorp. Common Stock,United States,Finance,Major Banks
FFIC,Flushing Financial Corporation Common Stock,United States,Finance,Major Banks
FFIN,First Financial Bankshares Inc. Common Stock,United States,Finance,Major Banks
FFIV,F5 Inc. Common Stock,United States,Telecommunications,Computer Communications Equipment
FGNX,FG Nexus Inc. Common Stock ,United States,Finance,Property-Casualty Insurers
FGNXP,FG Nexus Inc. 8.00% Cumulative Preferred Stock,United States,Finance,Property-Casualty Insurers
FHB,First Hawaiian Inc. Common Stock,United States,Finance,Major Banks
FIBK,First Interstate BancSystem Inc. Common Stock (DE),United States,Finance,Major Banks
FIGR,Figure Technology Solutions Inc. Class A Common Stock,U.S. Virgin Islands,Finance,Finance: Consumer Services
FIP,FTAI Infrastructure Inc. Common Stock ,United States,Energy,Oil Refining/Marketing
FISI,Financial Institutions Inc. Common Stock,United States,Finance,Major Banks
FITB,Fifth Third Bancorp Common Stock,United States,Finance,Major Banks
FITBI,Fifth Third Bancorp Depositary Shares,United States,Finance,Major Banks
FITBO,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,United States,Finance,Major Banks
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,United States,Finance,Major Banks
FIVE,Five Below Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
FIVN,Five9 Inc. Common Stock,United States,Technology,EDP Services
FIZZ,National Beverage Corp. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
FLEX,Flex Ltd. Ordinary Shares,Singapore,Technology,Electrical Products
FLGT,Fulgent Genetics Inc. Common Stock,United States,Health Care,Medical Specialities
FLNC,Fluence Energy Inc. Class A Common Stock,United States,Miscellaneous,Industrial Machinery/Components
FLWS,1-800-FLOWERS.COM Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
FLY,Firefly Aerospace Inc. Common Stock,United States,Industrials,Military/Government/Technical
FLYW,Flywire Corporation Voting Common Stock,United States,Real Estate,Real Estate
